image,attempt,bounds,check,fired,severity,values
02.webp,1,"[105, 1046, 164, 1163]",detection_plausibility,False,none,"{'box_width': 59, 'box_height': 117, 'source_len': 8, 'confidence': None, 'chars_per_100px_height': 6.84}"
03.webp,1,"[550, 29, 661, 183]",text_fit,False,none,"{'box_width': 111, 'box_height': 154, 'chosen_font_size': 10, 'ceiling_font_size': 111, 'line_count': 1, 'lines': [""I'll do something awful.""], 'max_line_width': 105, 'total_text_height': 11, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.39, 'hard_wrapped_single_word': False}"
03.webp,1,"[550, 29, 661, 183]",translation_sanity,False,none,"{'source_text': '酷ぇコトしがやる．．．', 'translation': ""I'll do something awful."", 'source_len': 11, 'translation_len': 24, 'ratio': 2.18}"
03.webp,1,"[550, 29, 661, 183]",detection_plausibility,False,none,"{'box_width': 111, 'box_height': 154, 'source_len': 11, 'confidence': None, 'chars_per_100px_height': 7.14}"
03.webp,1,"[831, 101, 922, 289]",text_fit,False,none,"{'box_width': 91, 'box_height': 188, 'chosen_font_size': 10, 'ceiling_font_size': 91, 'line_count': 4, 'lines': ['Locking someone', 'alone in a dark spot', 'like that—how', 'pitiful!'], 'max_line_width': 88, 'total_text_height': 45, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.07, 'hard_wrapped_single_word': False}"
03.webp,1,"[831, 101, 922, 289]",translation_sanity,False,none,"{'source_text': '一人で暗いトコに閉じ込めるなんてかわいそうっス！', 'translation': 'Locking someone alone in a dark spot like that—how pitiful!', 'source_len': 24, 'translation_len': 59, 'ratio': 2.46}"
03.webp,1,"[831, 101, 922, 289]",detection_plausibility,False,none,"{'box_width': 91, 'box_height': 188, 'source_len': 24, 'confidence': None, 'chars_per_100px_height': 12.77}"
03.webp,1,"[362, 298, 416, 415]",text_fit,False,none,"{'box_width': 54, 'box_height': 117, 'chosen_font_size': 10, 'ceiling_font_size': 54, 'line_count': 2, 'lines': [""He's"", 'innocent!'], 'max_line_width': 46, 'total_text_height': 18, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.17, 'hard_wrapped_single_word': False}"
03.webp,1,"[362, 298, 416, 415]",translation_sanity,False,none,"{'source_text': 'コイツに罪はないんだぞ', 'translation': ""He's innocent!"", 'source_len': 11, 'translation_len': 14, 'ratio': 1.27}"
03.webp,1,"[362, 298, 416, 415]",detection_plausibility,False,none,"{'box_width': 54, 'box_height': 117, 'source_len': 11, 'confidence': None, 'chars_per_100px_height': 9.4}"
03.webp,1,"[239, 433, 306, 599]",text_fit,False,none,"{'box_width': 67, 'box_height': 166, 'chosen_font_size': 10, 'ceiling_font_size': 67, 'line_count': 2, 'lines': ['Miwa and', 'Nihoko are—'], 'max_line_width': 56, 'total_text_height': 18, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.48, 'hard_wrapped_single_word': False}"
03.webp,1,"[239, 433, 306, 599]",translation_sanity,False,none,"{'source_text': '三和さん（と二琥さん）が', 'translation': 'Miwa and Nihoko are—', 'source_len': 12, 'translation_len': 20, 'ratio': 1.67}"
03.webp,1,"[239, 433, 306, 599]",detection_plausibility,False,none,"{'box_width': 67, 'box_height': 166, 'source_len': 12, 'confidence': None, 'chars_per_100px_height': 7.23}"
03.webp,1,"[107, 502, 218, 678]",text_fit,False,none,"{'box_width': 111, 'box_height': 176, 'chosen_font_size': 10, 'ceiling_font_size': 111, 'line_count': 2, 'lines': ['I fed them, so I cleaned', 'up!!'], 'max_line_width': 105, 'total_text_height': 22, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.59, 'hard_wrapped_single_word': False}"
03.webp,1,"[107, 502, 218, 678]",translation_sanity,False,none,"{'source_text': 'エサやるから片付けたんですからね！！', 'translation': 'I fed them, so I cleaned up!!', 'source_len': 18, 'translation_len': 29, 'ratio': 1.61}"
03.webp,1,"[107, 502, 218, 678]",detection_plausibility,False,none,"{'box_width': 111, 'box_height': 176, 'source_len': 18, 'confidence': None, 'chars_per_100px_height': 10.23}"
03.webp,1,"[473, 586, 501, 611]",text_fit,False,none,"{'box_width': 28, 'box_height': 25, 'chosen_font_size': 10, 'ceiling_font_size': 25, 'line_count': 1, 'lines': ['Hmm'], 'max_line_width': 26, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.89, 'hard_wrapped_single_word': False}"
03.webp,1,"[473, 586, 501, 611]",translation_sanity,False,none,"{'source_text': 'ム', 'translation': 'Hmm', 'source_len': 1, 'translation_len': 3, 'ratio': 3.0}"
03.webp,1,"[473, 586, 501, 611]",detection_plausibility,False,none,"{'box_width': 28, 'box_height': 25, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 4.0}"
03.webp,1,"[399, 755, 467, 934]",text_fit,False,none,"{'box_width': 68, 'box_height': 179, 'chosen_font_size': 10, 'ceiling_font_size': 68, 'line_count': 3, 'lines': ['Nikochan, get', 'close to the', 'robot.'], 'max_line_width': 65, 'total_text_height': 30, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.63, 'hard_wrapped_single_word': False}"
03.webp,1,"[399, 755, 467, 934]",translation_sanity,False,none,"{'source_text': 'ニコチャン、ロボに近付くっス', 'translation': 'Nikochan, get close to the robot.', 'source_len': 14, 'translation_len': 33, 'ratio': 2.36}"
03.webp,1,"[399, 755, 467, 934]",detection_plausibility,False,none,"{'box_width': 68, 'box_height': 179, 'source_len': 14, 'confidence': None, 'chars_per_100px_height': 7.82}"
03.webp,1,"[788, 748, 908, 911]",text_fit,False,none,"{'box_width': 120, 'box_height': 163, 'chosen_font_size': 10, 'ceiling_font_size': 120, 'line_count': 2, 'lines': ['Updated the program', 'during my shogi break.'], 'max_line_width': 107, 'total_text_height': 22, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.36, 'hard_wrapped_single_word': False}"
03.webp,1,"[788, 748, 908, 911]",translation_sanity,False,none,"{'source_text': '将棋の息抜きにプログラムをアップデートしといたっス', 'translation': 'Updated the program during my shogi break.', 'source_len': 25, 'translation_len': 42, 'ratio': 1.68}"
03.webp,1,"[788, 748, 908, 911]",detection_plausibility,False,none,"{'box_width': 120, 'box_height': 163, 'source_len': 25, 'confidence': None, 'chars_per_100px_height': 15.34}"
03.webp,1,"[134, 813, 180, 919]",text_fit,False,none,"{'box_width': 46, 'box_height': 106, 'chosen_font_size': 10, 'ceiling_font_size': 46, 'line_count': 1, 'lines': ['Oh yeah.'], 'max_line_width': 41, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.3, 'hard_wrapped_single_word': False}"
03.webp,1,"[134, 813, 180, 919]",translation_sanity,False,none,"{'source_text': 'お、おう', 'translation': 'Oh yeah.', 'source_len': 4, 'translation_len': 8, 'ratio': 2.0}"
03.webp,1,"[134, 813, 180, 919]",detection_plausibility,False,none,"{'box_width': 46, 'box_height': 106, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 3.77}"
03.webp,1,"[242, 877, 350, 1013]",text_fit,False,none,"{'box_width': 108, 'box_height': 136, 'chosen_font_size': 10, 'ceiling_font_size': 108, 'line_count': 3, 'lines': [""It's not that I had any"", 'complaints about the', 'function…'], 'max_line_width': 96, 'total_text_height': 33, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.26, 'hard_wrapped_single_word': False}"
03.webp,1,"[242, 877, 350, 1013]",translation_sanity,False,none,"{'source_text': '機能に不満があったわけでは．．．', 'translation': ""It's not that I had any complaints about the function…"", 'source_len': 16, 'translation_len': 54, 'ratio': 3.38}"
03.webp,1,"[242, 877, 350, 1013]",detection_plausibility,False,none,"{'box_width': 108, 'box_height': 136, 'source_len': 16, 'confidence': None, 'chars_per_100px_height': 11.76}"
03.webp,1,"[267, 1097, 303, 1217]",text_fit,False,none,"{'box_width': 36, 'box_height': 120, 'chosen_font_size': 10, 'ceiling_font_size': 36, 'line_count': 2, 'lines': ['Did it', 'work?'], 'max_line_width': 27, 'total_text_height': 18, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 3.33, 'hard_wrapped_single_word': False}"
03.webp,1,"[267, 1097, 303, 1217]",translation_sanity,False,none,"{'source_text': 'こうか．．．？', 'translation': 'Did it work?', 'source_len': 7, 'translation_len': 12, 'ratio': 1.71}"
03.webp,1,"[267, 1097, 303, 1217]",detection_plausibility,False,none,"{'box_width': 36, 'box_height': 120, 'source_len': 7, 'confidence': None, 'chars_per_100px_height': 5.83}"
03.webp,1,"[540, 1117, 633, 1305]",text_fit,False,none,"{'box_width': 93, 'box_height': 188, 'chosen_font_size': 10, 'ceiling_font_size': 93, 'line_count': 3, 'lines': [""I've gotten even"", 'smarter and more', 'well‑behaved!'], 'max_line_width': 82, 'total_text_height': 30, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.02, 'hard_wrapped_single_word': False}"
03.webp,1,"[540, 1117, 633, 1305]",translation_sanity,False,none,"{'source_text': 'さらにかしこいイイコになったっスよ〜', 'translation': ""I've gotten even smarter and more well‑behaved!"", 'source_len': 18, 'translation_len': 47, 'ratio': 2.61}"
03.webp,1,"[540, 1117, 633, 1305]",detection_plausibility,False,none,"{'box_width': 93, 'box_height': 188, 'source_len': 18, 'confidence': None, 'chars_per_100px_height': 9.57}"
03.webp,1,"[153, 1128, 249, 1273]",text_fit,False,none,"{'box_width': 96, 'box_height': 145, 'chosen_font_size': 10, 'ceiling_font_size': 96, 'line_count': 1, 'lines': ['Whee!'], 'max_line_width': 32, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.51, 'hard_wrapped_single_word': False}"
03.webp,1,"[153, 1128, 249, 1273]",translation_sanity,False,none,"{'source_text': 'ウィ：', 'translation': 'Whee!', 'source_len': 3, 'translation_len': 5, 'ratio': 1.67}"
03.webp,1,"[153, 1128, 249, 1273]",detection_plausibility,False,none,"{'box_width': 96, 'box_height': 145, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 2.07}"
04.webp,1,"[268, 15, 536, 392]",text_fit,False,none,"{'box_width': 268, 'box_height': 377, 'chosen_font_size': 10, 'ceiling_font_size': 268, 'line_count': 1, 'lines': ['Sulfa'], 'max_line_width': 24, 'total_text_height': 9, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.41, 'hard_wrapped_single_word': False}"
04.webp,1,"[268, 15, 536, 392]",translation_sanity,False,none,"{'source_text': 'スルファ', 'translation': 'Sulfa', 'source_len': 4, 'translation_len': 5, 'ratio': 1.25}"
04.webp,1,"[268, 15, 536, 392]",detection_plausibility,False,none,"{'box_width': 268, 'box_height': 377, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 1.06}"
04.webp,1,"[369, 673, 540, 837]",text_fit,False,none,"{'box_width': 171, 'box_height': 164, 'chosen_font_size': 10, 'ceiling_font_size': 164, 'line_count': 1, 'lines': ['What?!'], 'max_line_width': 32, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.96, 'hard_wrapped_single_word': False}"
04.webp,1,"[369, 673, 540, 837]",translation_sanity,False,none,"{'source_text': 'なッ', 'translation': 'What?!', 'source_len': 2, 'translation_len': 6, 'ratio': 3.0}"
04.webp,1,"[369, 673, 540, 837]",detection_plausibility,False,none,"{'box_width': 171, 'box_height': 164, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 1.22}"
04.webp,1,"[269, 939, 336, 1129]",text_fit,False,none,"{'box_width': 67, 'box_height': 190, 'chosen_font_size': 10, 'ceiling_font_size': 67, 'line_count': 4, 'lines': ['With that kind', 'of intensity,', 'I’m bolting no', 'matter what.'], 'max_line_width': 67, 'total_text_height': 43, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.84, 'hard_wrapped_single_word': False}"
04.webp,1,"[269, 939, 336, 1129]",translation_sanity,False,none,"{'source_text': 'そんな剣幕じゃ何だって逃げるぞ', 'translation': 'With that kind of intensity, I’m bolting no matter what.', 'source_len': 15, 'translation_len': 56, 'ratio': 3.73}"
04.webp,1,"[269, 939, 336, 1129]",detection_plausibility,False,none,"{'box_width': 67, 'box_height': 190, 'source_len': 15, 'confidence': None, 'chars_per_100px_height': 7.89}"
04.webp,1,"[716, 932, 891, 1340]",text_fit,False,none,"{'box_width': 175, 'box_height': 408, 'chosen_font_size': 10, 'ceiling_font_size': 175, 'line_count': 1, 'lines': [""Even if it's fine, huh... Well...""], 'max_line_width': 127, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.33, 'hard_wrapped_single_word': False}"
04.webp,1,"[716, 932, 891, 1340]",translation_sanity,False,none,"{'source_text': 'たとえそれはいいのね．．．いやいや．．', 'translation': ""Even if it's fine, huh... Well..."", 'source_len': 19, 'translation_len': 33, 'ratio': 1.74}"
04.webp,1,"[716, 932, 891, 1340]",detection_plausibility,False,none,"{'box_width': 175, 'box_height': 408, 'source_len': 19, 'confidence': None, 'chars_per_100px_height': 4.66}"
04.webp,1,"[379, 1035, 446, 1144]",text_fit,False,none,"{'box_width': 67, 'box_height': 109, 'chosen_font_size': 10, 'ceiling_font_size': 67, 'line_count': 2, 'lines': ['Calm down,', 'Niko'], 'max_line_width': 54, 'total_text_height': 19, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.63, 'hard_wrapped_single_word': False}"
04.webp,1,"[379, 1035, 446, 1144]",translation_sanity,False,none,"{'source_text': '落ち着け、二琥', 'translation': 'Calm down, Niko', 'source_len': 7, 'translation_len': 15, 'ratio': 2.14}"
04.webp,1,"[379, 1035, 446, 1144]",detection_plausibility,False,none,"{'box_width': 67, 'box_height': 109, 'source_len': 7, 'confidence': None, 'chars_per_100px_height': 6.42}"
05.webp,1,"[311, 130, 356, 244]",text_fit,False,none,"{'box_width': 45, 'box_height': 114, 'chosen_font_size': 10, 'ceiling_font_size': 45, 'line_count': 1, 'lines': ['This way'], 'max_line_width': 41, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.53, 'hard_wrapped_single_word': False}"
05.webp,1,"[311, 130, 356, 244]",translation_sanity,False,none,"{'source_text': 'こっちだ', 'translation': 'This way', 'source_len': 4, 'translation_len': 8, 'ratio': 2.0}"
05.webp,1,"[311, 130, 356, 244]",detection_plausibility,False,none,"{'box_width': 45, 'box_height': 114, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 3.51}"
05.webp,1,"[163, 273, 208, 432]",text_fit,False,none,"{'box_width': 45, 'box_height': 159, 'chosen_font_size': 10, 'ceiling_font_size': 45, 'line_count': 1, 'lines': ['Kitty~!'], 'max_line_width': 29, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 3.53, 'hard_wrapped_single_word': False}"
05.webp,1,"[163, 273, 208, 432]",translation_sanity,False,none,"{'source_text': '子猫ちゃん♪', 'translation': 'Kitty~!', 'source_len': 6, 'translation_len': 7, 'ratio': 1.17}"
05.webp,1,"[163, 273, 208, 432]",detection_plausibility,False,none,"{'box_width': 45, 'box_height': 159, 'source_len': 6, 'confidence': None, 'chars_per_100px_height': 3.77}"
05.webp,1,"[649, 634, 675, 704]",text_fit,False,none,"{'box_width': 26, 'box_height': 70, 'chosen_font_size': 10, 'ceiling_font_size': 26, 'line_count': 2, 'lines': ['Yeah', '!'], 'max_line_width': 24, 'total_text_height': 18, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.69, 'hard_wrapped_single_word': False}"
05.webp,1,"[649, 634, 675, 704]",translation_sanity,False,none,"{'source_text': 'ウイ', 'translation': 'Yeah!', 'source_len': 2, 'translation_len': 5, 'ratio': 2.5}"
05.webp,1,"[649, 634, 675, 704]",detection_plausibility,False,none,"{'box_width': 26, 'box_height': 70, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 2.86}"
05.webp,1,"[538, 712, 562, 742]",text_fit,False,none,"{'box_width': 24, 'box_height': 30, 'chosen_font_size': 10, 'ceiling_font_size': 24, 'line_count': 1, 'lines': ['...'], 'max_line_width': 6, 'total_text_height': 2, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.25, 'hard_wrapped_single_word': False}"
05.webp,1,"[538, 712, 562, 742]",translation_sanity,False,none,"{'source_text': '．．．', 'translation': '...', 'source_len': 3, 'translation_len': 3, 'ratio': 1.0}"
05.webp,1,"[538, 712, 562, 742]",detection_plausibility,False,none,"{'box_width': 24, 'box_height': 30, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 10.0}"
05.webp,1,"[348, 884, 391, 1036]",text_fit,False,none,"{'box_width': 43, 'box_height': 152, 'chosen_font_size': 10, 'ceiling_font_size': 43, 'line_count': 1, 'lines': ['Nice!!'], 'max_line_width': 28, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 3.53, 'hard_wrapped_single_word': False}"
05.webp,1,"[348, 884, 391, 1036]",translation_sanity,False,none,"{'source_text': 'いいですね！！', 'translation': 'Nice!!', 'source_len': 7, 'translation_len': 6, 'ratio': 0.86}"
05.webp,1,"[348, 884, 391, 1036]",detection_plausibility,False,none,"{'box_width': 43, 'box_height': 152, 'source_len': 7, 'confidence': None, 'chars_per_100px_height': 4.61}"
05.webp,1,"[438, 875, 523, 1056]",text_fit,False,none,"{'box_width': 85, 'box_height': 181, 'chosen_font_size': 10, 'ceiling_font_size': 85, 'line_count': 2, 'lines': ['This guy gives off', 'a bad vibe!!'], 'max_line_width': 80, 'total_text_height': 21, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.13, 'hard_wrapped_single_word': False}"
05.webp,1,"[438, 875, 523, 1056]",translation_sanity,False,none,"{'source_text': 'コイツ感じ悪いぞ！！', 'translation': 'This guy gives off a bad vibe!!', 'source_len': 10, 'translation_len': 31, 'ratio': 3.1}"
05.webp,1,"[438, 875, 523, 1056]",detection_plausibility,False,none,"{'box_width': 85, 'box_height': 181, 'source_len': 10, 'confidence': None, 'chars_per_100px_height': 5.52}"
05.webp,1,"[210, 1154, 281, 1255]",text_fit,False,none,"{'box_width': 71, 'box_height': 101, 'chosen_font_size': 10, 'ceiling_font_size': 71, 'line_count': 1, 'lines': ['Win!'], 'max_line_width': 23, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.42, 'hard_wrapped_single_word': False}"
05.webp,1,"[210, 1154, 281, 1255]",translation_sanity,False,none,"{'source_text': 'ウィン', 'translation': 'Win!', 'source_len': 3, 'translation_len': 4, 'ratio': 1.33}"
05.webp,1,"[210, 1154, 281, 1255]",detection_plausibility,False,none,"{'box_width': 71, 'box_height': 101, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 2.97}"
06.webp,1,"[0, 0, 423, 574]",text_fit,False,none,"{'box_width': 423, 'box_height': 574, 'chosen_font_size': 10, 'ceiling_font_size': 423, 'line_count': 1, 'lines': [""Well, this time I'll just say something after a sec.""], 'max_line_width': 214, 'total_text_height': 11, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.36, 'hard_wrapped_single_word': False}"
06.webp,1,"[0, 0, 423, 574]",translation_sanity,False,none,"{'source_text': 'だから、この度はもう一つもん時間に声をかけるようなものです。ですよ〜〜', 'translation': ""Well, this time I'll just say something after a sec."", 'source_len': 35, 'translation_len': 52, 'ratio': 1.49}"
06.webp,1,"[0, 0, 423, 574]",detection_plausibility,False,none,"{'box_width': 423, 'box_height': 574, 'source_len': 35, 'confidence': None, 'chars_per_100px_height': 6.1}"
06.webp,1,"[730, 191, 769, 304]",text_fit,False,none,"{'box_width': 39, 'box_height': 113, 'chosen_font_size': 10, 'ceiling_font_size': 39, 'line_count': 3, 'lines': ['Then', 'this', 'works.'], 'max_line_width': 29, 'total_text_height': 28, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.9, 'hard_wrapped_single_word': False}"
06.webp,1,"[730, 191, 769, 304]",translation_sanity,False,none,"{'source_text': 'これなら', 'translation': 'Then this works.', 'source_len': 4, 'translation_len': 16, 'ratio': 4.0}"
06.webp,1,"[730, 191, 769, 304]",detection_plausibility,False,none,"{'box_width': 39, 'box_height': 113, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 3.54}"
06.webp,1,"[695, 437, 790, 578]",text_fit,False,none,"{'box_width': 95, 'box_height': 141, 'chosen_font_size': 10, 'ceiling_font_size': 95, 'line_count': 2, 'lines': [""Looks like you can't"", 'feed it.'], 'max_line_width': 88, 'total_text_height': 21, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.48, 'hard_wrapped_single_word': False}"
06.webp,1,"[695, 437, 790, 578]",translation_sanity,False,none,"{'source_text': 'エサやりできなさそうだし', 'translation': ""Looks like you can't feed it."", 'source_len': 12, 'translation_len': 29, 'ratio': 2.42}"
06.webp,1,"[695, 437, 790, 578]",detection_plausibility,False,none,"{'box_width': 95, 'box_height': 141, 'source_len': 12, 'confidence': None, 'chars_per_100px_height': 8.51}"
06.webp,1,"[655, 657, 841, 903]",text_fit,False,none,"{'box_width': 186, 'box_height': 246, 'chosen_font_size': 10, 'ceiling_font_size': 186, 'line_count': 1, 'lines': ['... Well, fine'], 'max_line_width': 53, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.32, 'hard_wrapped_single_word': False}"
